word,onsets,offsets
”,65.31225,65.60645
“,66.0677,66.2227
my,66.0677,66.2227
friend,66.2227,66.6027
the,66.6027,66.7127
fox,66.7127,67.3727
—,66.7127,67.3727
”,67.3727,67.5927
he,67.3727,67.5927
said,67.5927,67.8527
to,67.8527,68.0027
me,68.0027,68.2468
.,68.0027,68.2468
“,68.8104,68.9354
my,68.8104,68.9354
dear,68.9354,69.1354
fellow,69.1354,69.5402
",",69.1354,69.5402
our,70.0241,70.1691
situation,70.1691,70.8691
has,70.8691,71.0891
nothing,71.0891,71.5791
to,71.5791,71.6991
do,71.6991,71.9191
with,71.9191,72.0591
the,72.0591,72.1391
fox,72.1391,72.5291
anymore,72.5291,72.9136
!,72.5291,72.9136
”,73.07055,73.35029999999998
“,73.612,73.78699999999998
why,73.612,73.78699999999998
not,73.78699999999998,74.2368
?,73.78699999999998,74.2368
”,74.35109999999997,74.73349999999998
“,74.9152,75.2302
because,74.9152,75.2302
we,75.2302,75.3502
will,75.3502,75.5002
die,75.5002,75.8302
of,75.8302,75.9002
thirst,75.9002,76.5749
.,75.9002,76.5749
he,77.358,77.423
didn,77.423,77.653
’,77.423,77.653
t,77.653,77.733
follow,77.733,78.083
my,78.083,78.293
reasoning,78.293,78.82300000000002
",",78.293,78.82300000000002
and,78.82300000000002,79.133
he,79.133,79.243
answered,79.243,79.673
me,79.673,79.9124
:,79.673,79.9124
“,80.5908,80.7458
it,80.5908,80.7458
’,80.5908,80.7458
s,80.7458,80.8058
nice,80.8058,81.1058
to,81.1058,81.2158
have,81.2158,81.3158
had,81.3158,81.5558
a,81.5558,81.5958
friend,81.5958,82.0604
",",81.5958,82.0604
even,82.3846,82.6296
if,82.6296,82.7696
you,82.7696,82.8696
’,82.7696,82.8696
re,82.8696,82.9396
about,82.9396,83.1696
to,83.1696,83.3196
die,83.3196,83.7145
.,83.3196,83.7145
myself,84.4677,85.4427
",",84.4677,85.4427
i,85.4427,85.6027
’,85.4427,85.6027
m,85.6027,85.6627
glad,85.6627,85.9727
to,85.9727,86.0927
have,86.0927,86.1927
had,86.1927,86.4427
a,86.4427,86.4727
fox,86.4727,86.9027
as,86.9027,87.0027
a,87.0027,87.0527
friend,87.0527,87.5414
...,87.0527,87.5414
”,87.7535,88.03035
“,88.4543,88.5193
he,88.4543,88.5193
never,88.5193,88.7793
considers,88.7793,89.3093
the,89.3093,89.3793
danger,89.3793,90.0093
",",89.3793,90.0093
”,90.0093,90.1593
i,90.0093,90.1593
said,90.1593,90.3893
to,90.3893,90.4993
myself,90.4993,91.0536
.,90.4993,91.0536
“,91.5674,91.6724
he,91.5674,91.6724
’,91.5674,91.6724
s,91.6724,91.7324
never,91.7324,92.0124
been,92.0124,92.1724
hungry,92.1724,92.7024
or,92.7024,92.8224
thirsty,92.8224,93.4221
.,92.8224,93.4221
a,93.8162,93.8912
little,93.8912,94.1612
sunshine,94.1612,94.8112
is,94.8112,94.9612
all,94.9612,95.1012
he,95.1012,95.2312
needs,95.2312,95.6959
...,95.2312,95.6959
”,96.4891,96.6341
but,96.4891,96.6341
he,96.6341,96.7441
looked,96.7441,97.0841
at,97.0841,97.1841
me,97.1841,97.3541
and,97.3541,97.4741
replied,97.4741,97.8641
to,97.8641,97.9841
my,97.9841,98.1341
thought,98.1341,98.6335
:,98.1341,98.6335
“,99.1523,99.2573
i,99.1523,99.2573
’,99.1523,99.2573
m,99.2573,99.3373
also,99.3373,99.6773
thirsty,99.6773,100.2222
.,99.6773,100.2222
let,100.6961,100.8411
’,100.6961,100.8411
s,100.8411,100.9311
look,100.9311,101.1011
for,101.1011,101.2511
a,101.2511,101.2911
well,101.2911,101.6709
.,101.2911,101.6709
i,102.6236,102.7486
made,102.7486,103.0086
a,103.0086,103.0586
gesture,103.0586,103.6286
of,103.6286,103.7486
weariness,103.7486,104.3933
:,103.7486,104.3933
it,104.6327,105.0177
’,104.6327,105.0177
s,105.0177,105.0577
absurd,105.0577,105.5077
to,105.5077,105.7277
look,105.7277,105.9377
for,105.9377,106.0777
a,106.0777,106.1177
well,106.1177,106.5277
",",106.1177,106.5277
at,106.5277,106.7077
random,106.7077,107.1877
",",106.7077,107.1877
in,107.1877,107.3177
the,107.3177,107.3977
immensity,107.3977,108.0177
of,108.0177,108.0977
the,108.0977,108.1977
desert,108.1977,108.6563
.,108.1977,108.6563
but,109.4594,109.6444
we,109.6444,109.7744
started,109.7744,110.2244
walking,110.2244,110.5844
anyway,110.5844,111.0392
.,110.5844,111.0392
when,112.4958,112.6708
we,112.6708,112.8008
had,112.8008,112.9208
walked,112.9208,113.2708
for,113.2708,113.4908
hours,113.4908,113.9908
in,113.9908,114.1208
silence,114.1208,114.9508
",",114.1208,114.9508
night,114.9508,115.3208
fell,115.3208,115.69
",",115.3208,115.69
and,115.9194,116.0744
the,116.0744,116.1344
stars,116.1344,116.6344
began,116.6344,116.9544
to,116.9544,117.0344
come,117.0344,117.2844
out,117.2844,117.6039
.,117.2844,117.6039
i,118.0578,118.3828
saw,118.3828,118.6828
them,118.6828,118.8728
as,118.8728,119.0128
if,119.0128,119.1628
in,119.1628,119.2528
a,119.2528,119.3228
dream,119.3228,119.8572
",",119.3228,119.8572
as,120.0667,120.2317
my,120.2317,120.4017
thirst,120.4017,120.7717
had,120.7717,120.8917
made,120.8917,121.1517
me,121.1517,121.2817
feverish,121.2817,121.9461
.,121.2817,121.9461
the,122.869,122.984
little,122.984,123.244
prince,123.244,123.624
',123.244,123.624
s,123.624,123.804
words,123.804,124.314
danced,124.314,124.734
in,124.734,124.824
my,124.824,124.954
memory,124.954,125.4186
:,124.954,125.4186
“,126.0321,126.2671
so,126.0321,126.2671
you,126.2671,126.4971
’,126.2671,126.4971
re,126.4971,126.5971
also,126.5971,126.9371
thirsty,126.9371,127.5019
?,126.9371,127.5019
”,127.7562,127.8712
i,127.7562,127.8712
asked,127.8712,128.2212
him,128.2212,128.4212
.,128.2212,128.4212
but,129.0596,129.1746
he,129.1746,129.2846
didn,129.2846,129.4846
’,129.2846,129.4846
t,129.4846,129.5346
reply,129.5346,129.9146
to,129.9146,130.0746
my,130.0746,130.2046
question,130.2046,130.7841
.,130.2046,130.7841
he,131.1383,131.4933
said,131.4933,131.8133
simply,131.8133,132.3776
:,131.8133,132.3776
“,132.9861,133.3011
water,132.9861,133.3011
can,133.3011,133.5111
be,133.5111,133.6211
good,133.6211,133.8311
for,133.8311,133.9911
the,133.9911,134.0811
heart,134.0811,134.4511
too,134.4511,134.8604
...,134.4511,134.8604
”,135.8132,135.9382
i,135.8132,135.9382
didn,135.9382,136.2182
’,135.9382,136.2182
t,136.2182,136.2682
understand,136.2682,136.9182
his,136.9182,137.0882
answer,137.0882,137.5831
",",137.0882,137.5831
but,137.8175,137.9425
i,137.9425,138.0725
said,138.0725,138.3425
nothing,138.3425,138.8222
.,138.3425,138.8222
i,139.3459,139.4509
knew,139.4509,139.7309
better,139.7309,140.0709
than,140.0709,140.2109
to,140.2109,140.2909
press,140.2909,140.6109
my,140.6109,140.7409
questions,140.7409,141.4653
.,140.7409,141.4653
he,142.2834,142.3584
was,142.3584,142.5384
tired,142.5384,142.9632
.,142.5384,142.9632
he,143.4121,143.4971
sat,143.4971,143.7871
down,143.7871,144.142
.,143.7871,144.142
i,144.8054,144.9404
sat,144.9404,145.2104
down,145.2104,145.4304
beside,145.4304,145.8204
him,145.8204,146.0352
.,145.8204,146.0352
and,146.8882,147.0432
",",146.8882,147.0432
after,147.0432,147.4432
a,147.4432,147.4832
silence,147.4832,148.0432
",",147.4832,148.0432
he,148.0432,148.1432
spoke,148.1432,148.4932
again,148.4932,148.9127
:,148.4932,148.9127
“,150.1798,150.2548
the,150.1798,150.2548
stars,150.2548,150.7848
are,150.7848,150.8448
beautiful,150.8448,151.4348
because,151.4348,151.7848
of,151.7848,151.8748
a,151.8748,151.9548
flower,151.9548,152.4248
that,152.4248,152.5948
can,152.5948,152.8648
’,152.5948,152.8648
t,152.8648,152.8948
be,152.8948,153.0348
seen,153.0348,153.4987
.,153.0348,153.4987
”,154.2968,154.4018
i,154.2968,154.4018
replied,154.4018,154.9366
",",154.4018,154.9366
“,155.5252,155.6902
that,155.5252,155.6902
’,155.5252,155.6902
s,155.6902,155.7502
true,155.7502,156.0801
.,155.7502,156.0801
”,156.7834,156.9484
and,156.7834,156.9484
i,156.9484,157.0484
looked,157.0484,157.6884
",",157.0484,157.6884
without,157.6884,158.0884
saying,158.0884,158.4584
anything,158.4584,159.1523
",",158.4584,159.1523
at,159.4016,159.5166
the,159.5166,159.5966
folds,159.5966,160.1166
of,160.1166,160.1966
sand,160.1966,160.6766
in,160.6766,160.7566
the,160.7566,160.8366
moonlight,160.8366,161.4711
.,160.8366,161.4711
“,162.394,162.459
the,162.394,162.459
desert,162.459,162.879
is,162.879,163.019
beautiful,163.019,163.5434
",",163.019,163.5434
”,164.0721,164.1371
the,164.0721,164.1371
little,164.1371,164.3771
prince,164.3771,164.8071
added,164.8071,165.1867
.,164.8071,165.1867
and,166.0297,166.1947
it,166.1947,166.2547
was,166.2547,166.4647
true,166.4647,166.8196
.,166.4647,166.8196
i,167.1737,167.2287
have,167.2287,167.3887
always,167.3887,167.7887
loved,167.7887,168.1087
the,168.1087,168.1987
desert,168.1987,168.6831
.,168.1987,168.6831
you,169.5809,169.6859
sit,169.6859,170.0159
down,170.0159,170.2959
on,170.2959,170.3959
a,170.3959,170.4459
sand,170.4459,170.8559
dune,170.8559,171.1507
.,170.8559,171.1507
you,171.5197,171.5947
see,171.5947,171.8347
nothing,171.8347,172.3296
.,171.8347,172.3296
you,172.8085,172.9035
hear,172.9035,173.2735
nothing,173.2735,173.7332
.,173.2735,173.7332
and,174.232,174.717
yet,174.717,174.967
something,174.967,175.67700000000005
radiates,175.67700000000005,176.517
forth,176.517,176.957
in,176.957,177.047
the,177.047,177.137
silence,177.137,177.8608
...,177.137,177.8608
“,179.088,179.343
what,179.088,179.343
makes,179.343,179.733
the,179.733,179.82299999999995
desert,179.82299999999995,180.323
beautiful,180.323,180.987
",",180.323,180.987
”,181.3262,181.5212
said,181.3262,181.5212
the,181.5212,181.6512
little,181.6512,181.9012
prince,181.9012,182.4159
",",181.9012,182.4159
“,182.8997,183.0947
is,182.8997,183.0947
that,183.0947,183.3047
somewhere,183.3047,183.9747
it,183.9747,184.1247
hides,184.1247,184.4647
a,184.4647,184.5247
well,184.5247,184.9094
...,184.5247,184.9094
”,186.4858,186.5908
i,186.4858,186.5908
was,186.5908,186.7808
surprised,186.7808,187.4208
to,187.4208,187.5108
suddenly,187.5108,188.0708
understand,188.0708,188.8208
this,188.8208,189.0708
mysterious,189.0708,189.8508
radiation,189.8508,190.4808
of,190.4808,190.5708
the,190.5708,190.6508
sands,190.6508,191.2598
.,190.6508,191.2598
when,192.4071,192.5421
i,192.5421,192.6721
was,192.6721,192.8721
a,192.8721,192.9221
little,192.9221,193.2121
boy,193.2121,193.5921
i,193.5921,193.9121
lived,193.9121,194.2021
in,194.2021,194.4021
an,194.4021,194.4821
old,194.4821,194.7321
house,194.7321,195.3664
",",194.7321,195.3664
and,195.6407,195.9157
legend,195.9157,196.4757
told,196.4757,196.8857
that,196.8857,197.0357
a,197.0357,197.0757
treasure,197.0757,197.5657
was,197.5657,197.7857
buried,197.7857,198.1757
there,198.1757,198.3999
.,198.1757,198.3999
of,198.8239,199.1489
course,199.1489,199.7389
",",199.1489,199.7389
no,199.7389,199.9489
one,199.9489,200.0889
had,200.0889,200.2689
ever,200.2689,200.4889
been,200.4889,200.6389
able,200.6389,200.8989
to,200.8989,200.9889
find,200.9889,201.3589
it,201.3589,201.5079
",",201.3589,201.5079
or,202.0166,202.1216
perhaps,202.1216,202.7116
no,202.7116,202.9916
one,202.9916,203.1416
had,203.1416,203.3016
even,203.3016,203.5216
looked,203.5216,203.8416
for,203.8416,203.9716
it,203.9716,204.1807
.,203.9716,204.1807
but,204.6895,205.1345
it,205.1345,205.2745
cast,205.2745,205.7345
an,205.7345,205.8045
enchantment,205.8045,206.6745
over,206.6745,206.7745
that,206.7745,207.1145
house,207.1145,207.6532
.,207.1145,207.6532
my,208.1072,208.4122
home,208.4122,208.8622
was,208.8622,209.0622
hiding,209.0622,209.4322
a,209.4322,209.5122
secret,209.5122,210.1522
in,210.1522,210.2722
the,210.2722,210.3322
depths,210.3322,210.8622
of,210.8622,210.9422
its,210.9422,211.1322
heart,211.1322,211.5209
...,211.1322,211.5209
“,212.36900000000003,212.8639
yes,212.36900000000003,212.8639
",",212.36900000000003,212.8639
”,213.1333,213.2383
i,213.1333,213.2383
said,213.2383,213.4783
to,213.4783,213.5983
the,213.5983,213.6983
little,213.6983,213.9283
prince,213.9283,214.3977
.,213.9283,214.3977
“,215.1809,215.4259
whether,215.1809,215.4259
the,215.4259,215.5659
house,215.5659,216.1808
",",215.5659,216.1808
the,216.3802,216.4452
stars,216.4452,217.0352
",",216.4452,217.0352
or,217.0352,217.1652
the,217.1652,217.2452
desert,217.2452,217.7499
",",217.2452,217.7499
what,218.2587,218.4637
gives,218.4637,218.7237
them,218.7237,218.8837
their,218.8837,219.1137
beauty,219.1137,219.5837
is,219.5837,219.6837
something,219.6837,220.0437
invisible,220.0437,220.6729
!,220.0437,220.6729
”,220.9045,221.2766
“,221.7653,221.8803
i,221.7653,221.8803
’,221.7653,221.8803
m,221.8803,221.9403
glad,221.9403,222.3203
",",221.9403,222.3203
”,222.3203,222.6403
he,222.3203,222.6403
said,222.6403,223.0349
",",222.6403,223.0349
“,223.3391,223.5041
that,223.3391,223.5041
you,223.5041,223.6141
agree,223.6141,223.9441
with,223.9441,224.0741
my,224.0741,224.2241
fox,224.2241,224.7836
.,224.2241,224.7836
”,226.3599,226.5449
as,226.3599,226.5449
the,226.5449,226.6249
little,226.6249,226.9049
prince,226.9049,227.3449
fell,227.3449,227.4949
asleep,227.4949,228.3149
",",227.4949,228.3149
i,228.3149,228.4049
took,228.4049,228.6549
him,228.6549,228.7749
in,228.7749,228.8949
my,228.8949,229.0749
arms,229.0749,229.5749
and,229.5749,229.7149
set,229.7149,229.9549
out,229.9549,230.2149
walking,230.2149,230.5449
again,230.5449,230.9536
.,230.5449,230.9536
i,231.657,231.782
felt,231.782,232.182
deeply,232.182,232.642
moved,232.642,233.1411
.,232.642,233.1411
it,233.615,234.01
seemed,234.01,234.37
to,234.37,234.48
me,234.48,234.65
that,234.65,234.79
i,234.79,234.88
was,234.88,235.11
carrying,235.11,235.62
a,235.62,235.7
very,235.7,236.05
fragile,236.05,236.79
treasure,236.79,237.349
.,236.79,237.349
it,237.8229,238.1479
even,238.1479,238.5179
seemed,238.5179,238.9279
to,238.9279,239.0179
me,239.0179,239.2179
that,239.2179,239.3579
there,239.3579,239.4979
was,239.4979,239.6679
nothing,239.6679,240.2279
more,240.2279,240.4679
fragile,240.4679,241.0379
on,241.0379,241.1979
earth,241.1979,241.5819
.,241.1979,241.5819
i,242.7841,242.9291
looked,242.9291,243.2991
in,243.2991,243.4391
the,243.4391,243.5191
moonlight,243.5191,244.1491
at,244.1491,244.2591
his,244.2591,244.4591
pale,244.4591,244.8691
forehead,244.8691,245.4634
",",244.8691,245.4634
his,245.7726,245.8876
closed,245.8876,246.4376
eyes,246.4376,246.8774
",",246.4376,246.8774
his,247.2714,247.4064
locks,247.4064,247.8264
of,247.8264,247.9364
hair,247.9364,248.2364
that,248.2364,248.4264
trembled,248.4264,248.9864
in,248.9864,249.0964
the,249.0964,249.1964
wind,249.1964,249.5958
",",249.1964,249.5958
and,250.0946,250.2496
i,250.2496,250.3596
said,250.3596,250.6596
to,250.6596,250.7996
myself,250.7996,251.3895
:,250.7996,251.3895
“,252.1577,252.2827
what,252.1577,252.2827
i,252.2827,252.4627
see,252.4627,252.7827
here,252.7827,253.1027
is,253.1027,253.2627
only,253.2627,253.5927
a,253.5927,253.6327
shell,253.6327,254.0876
.,253.6327,254.0876
that,254.7012,254.8162
which,254.8162,255.1362
is,255.1362,255.2562
most,255.2562,255.6762
important,255.6762,256.2962
is,256.2962,256.4262
invisible,256.4262,256.9855
...,256.4262,256.9855
”,258.2077,258.3727
as,258.2077,258.3727
his,258.3727,258.5327
slightly,258.5327,259.0627
parted,259.0627,259.6127
lips,259.6127,260.0527
gave,260.0527,260.3627
way,260.3627,260.5327
to,260.5327,260.7027
a,260.7027,260.8127
half,260.8127,261.1027
-,260.8127,261.1027
smile,261.1027,261.6027
",",261.1027,261.6027
i,261.6027,261.6927
continued,261.6927,262.3815
:,261.6927,262.3815
“,263.2195,263.3445
what,263.2195,263.3445
i,263.3445,263.4845
find,263.4845,263.9145
so,263.9145,264.1745
deeply,264.1745,264.6145
moving,264.6145,265.0445
about,265.0445,265.3845
this,265.3845,265.6545
little,265.6545,265.9245
sleeping,265.9245,266.5045
prince,266.5045,267.0932
is,267.5671,267.6821
his,267.6821,267.8621
devotion,267.8621,268.4121
to,268.4121,268.5521
a,268.5521,268.6321
flower,268.6321,269.097
;,268.6321,269.097
it,269.94,270.085
’,269.94,270.085
s,270.085,270.165
the,270.165,270.335
image,270.335,270.735
of,270.735,271.015
a,271.015,271.105
rose,271.105,271.455
that,271.455,271.635
shines,271.635,272.115
in,272.115,272.195
him,272.195,272.405
like,272.405,272.665
the,272.665,272.765
flame,272.765,273.145
of,273.145,273.265
a,273.265,273.305
lamp,273.305,273.895
",",273.305,273.895
even,273.895,274.185
when,274.185,274.345
he,274.345,274.445
’,274.345,274.445
s,274.445,274.575
sleeping,274.575,275.0434
.,274.575,275.0434
and,275.9612,276.1262
i,276.1262,276.2162
came,276.2162,276.5562
to,276.5562,276.6862
think,276.6862,277.0262
of,277.0262,277.1162
him,277.1162,277.2962
as,277.2962,277.4462
even,277.4462,277.7062
more,277.7062,278.0162
fragile,278.0162,278.6257
.,278.0162,278.6257
one,279.9526,280.1076
has,280.1076,280.4376
to,280.4376,280.5576
look,280.5576,280.7576
after,280.7576,281.1176
lamps,281.1176,281.7471
:,281.1176,281.7471
a,282.1162,282.1712
gust,282.1712,282.6012
of,282.6012,282.7312
wind,282.7312,283.0712
can,283.0712,283.2712
put,283.2712,283.4712
them,283.4712,283.6312
out,283.6312,283.9954
...,283.6312,283.9954
and,284.7786,284.9636
",",284.7786,284.9636
continuing,284.9636,285.6336
to,285.6336,285.7836
walk,285.7836,286.1634
",",285.7836,286.1634
i,286.6622,286.7772
found,286.7772,287.1972
the,287.1972,287.3372
well,287.3372,287.7272
at,287.7272,287.8872
daybreak,287.8872,288.4515
.,287.8872,288.4515
“,289.6757,290.1557
men,289.6757,290.1557
",",289.6757,290.1557
”,290.3402,290.5452
said,290.3402,290.5452
the,290.5452,290.6552
little,290.6552,290.8852
prince,290.8852,291.3949
",",290.8852,291.3949
“,291.5994,292.2944
stuff,291.5994,292.2944
themselves,292.2944,292.9044
into,292.9044,293.1644
express,293.1644,293.7344
trains,293.7344,294.3085
",",293.7344,294.3085
but,294.5828,294.7078
they,294.7078,294.8778
don,294.8778,295.0878
’,294.8778,295.0878
t,295.0878,295.1178
know,295.1178,295.2578
what,295.2578,295.4078
they,295.4078,295.5278
’,295.4078,295.5278
re,295.5278,295.5878
looking,295.5878,295.9278
for,295.9278,296.2321
.,295.9278,296.2321
so,296.5414,296.7364
they,296.7364,296.8864
rush,296.8864,297.1864
about,297.1864,297.6264
",",297.1864,297.6264
and,297.6264,297.7864
go,297.7864,297.9464
round,297.7864,297.9464
in,297.9464,298.0864
circles,298.0864,298.796
...,298.0864,298.796
”,299.4295,299.5845
and,299.4295,299.5845
he,299.5845,299.7045
added,299.7045,300.0994
:,299.7045,300.0994
“,300.683,300.828
it,300.683,300.828
’,300.683,300.828
s,300.828,300.898
not,300.898,301.158
worth,301.158,301.518
it,301.518,301.7874
...,301.518,301.7874
”,303.3687,303.5237
the,303.3687,303.5237
well,303.5237,303.8337
that,303.5237,303.8337
we,303.8337,303.9237
had,303.9237,304.0937
reached,304.0937,304.6437
wasn,304.6437,304.8837
’,304.6437,304.8837
t,304.8837,305.0137
like,305.0137,305.3237
the,305.3237,305.4537
other,305.4537,305.6437
wells,305.6437,305.9737
of,305.9737,306.0637
the,306.0637,306.1437
sahara,306.1437,306.7278
.,306.1437,306.7278
the,307.476,307.561
wells,307.561,307.961
of,307.961,308.041
the,308.041,308.121
sahara,308.121,308.761
are,308.761,309.061
mere,309.061,309.401
holes,309.401,310.011
dug,310.011,310.261
in,310.261,310.371
the,310.371,310.451
sand,310.451,310.9604
.,310.451,310.9604
this,311.3046,311.8596
one,311.8596,312.0496
looked,312.0496,312.3896
like,312.3896,312.5996
a,312.5996,312.6396
village,312.6396,313.1296
well,313.1296,313.3984
.,313.1296,313.3984
but,314.0269,314.1719
there,314.1719,314.3519
was,314.3519,314.5519
no,314.5519,314.7519
village,314.7519,315.2419
there,315.2419,315.4866
",",315.2419,315.4866
and,315.9654,316.1004
i,316.1004,316.2004
thought,316.2004,316.4304
i,316.4304,316.5404
was,316.5404,316.7104
dreaming,316.7104,317.1853
.,316.7104,317.1853
“,318.1581,318.2831
it,318.1581,318.2831
’,318.1581,318.2831
s,318.2831,318.3531
strange,318.3531,319.2131
",",318.3531,319.2131
”,319.2131,319.3231
i,319.2131,319.3231
said,319.3231,319.5631
to,319.5631,319.6531
the,319.6531,319.7331
little,319.7331,319.9731
prince,319.9731,320.4823
",",319.9731,320.4823
“,320.8963,321.3513
everything,320.8963,321.3513
’,320.8963,321.3513
s,321.3513,321.4713
been,321.4713,321.6713
